10 500
1 3
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
26 20 27 67 31 16 37 42 8 47 7 84 5 29 91 36 77 32 69 84 71 30 16 32 46 24 82
9 48 14 87 28 77 97 49 88 82
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 14
5 50 2 59 0 77
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
20 77 70 55 20 68 59 95 64 99 24 67 29 8 77 49 88 50 57 95 68
11 0 70 98 77 74 19 14 91 78 58 86
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
21 28 9 62 28 87 16 27 54 96 17 15 26 17 57 49 28 15 60 73 74 8
3 5 10 79
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
25 38 61 43 74 49 34 81 81 14 9 6 6 19 67 22 57 25 36 83 31 31 65 69 90 31
15 29 76 74 55 72 41 54 59 88 66 11 47 40 11 5
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
17 67 8 92 83 68 92 27 70 73 49 66 15 23 94 36 12 98
10 5 10 86 55 69 10 66 1 30 90
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
17 32 44 90 34 35 48 7 85 76 18 92 49 12 89 40 20 80
18 10 62 92 54 32 44 22 18 69 99 62 69 54 9 74 14 23 88
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
22 43 98 15 3 18 0 37 39 36 8 45 50 46 67 81 56 25 37 58 87 60 25
21 55 87 36 36 62 78 45 20 69 83 75 90 18 77 26 29 70 45 96 18 1
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
7 89 32 86 76 96 27 39
10 500
26 2 24 5 50 42 0 15 70 31 39 54 26 15 29 7 70 33 78 65 56 89 2 25 88 68 3
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
5 15 41 41 14 0
16 76 57 23 86 6 48 7 36 66 20 80 52 41 3 99 16
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
2 5 10
25 95 11 21 76 98 49 3 59 80 92 51 66 99 76 71 89 99 73 78 1 36 31 7 78 26
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
26 91 4 89 92 48 68 37 42 74 69 34 62 50 96 10 99 2 61 35 51 64 81 63 95 49 48
30 23 19 43 68 75 3 61 80 46 16 63 7 96 78 87 43 0 22 57 88 5 47 93 86 85 72 98 21 15 66
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
25 18 1 81 56 46 43 14 79 87 9 59 79 21 47 40 50 70 78 31 3 60 29 5 46 21
3 65 85 34
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
10 47 91 72 41 8 80 25 3 34 88
26 43 25 42 36 65 42 63 75 81 45 53 61 30 24 40 72 65 17 96 3 32 89 46 51 87 67
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
13 58 14 97 47 15 31 61 81 48 13 46 14 33
20 82 85 15 17 74 27 34 24 3 90 68 8 66 1 61 58 77 19 89 81
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
20 48 78 74 19 37 90 52 87 72 29 59 10 34 35 42 57 91 67 73 99
11 9 40 27 92 23 38 8 52 51 53 22
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
6 41 96 50 57 37 37
